Tema 32;El contenido del Consejo Superior de Tráfico, Seguridad Vial y Movilidad Sostenible previsto en el Texto Refundido sobre tráfico, circulación de vehículos a motor y seguridad vial fue modificado por:;B;Por la Ley Orgánica 19/2008.;Por la Ley 18/2009.;Por la Ley 12/2007.;Por Real Decreto Ley 12/2007.;;;
Tema 14;¿Cuál es la modalidad básica del robo?;A;Los que con, ánimo de lucro, se apoderaren de las cosas muebles ajenas empleando fuerza en las cosas para acceder o abandonar el lugar donde éstas se encuentren o violencia o intimidación en las personas;Los que sin, ánimo de lucro, se apoderaren de las cosas muebles ajenas empleando fuerza en las cosas para acceder al lugar donde éstas se encuentren o violencia o intimidación en las personas;Los que con, ánimo de lucro, se apoderaren de las cosas muebles ajenas empleando fuerza en las cosas para acceder al lugar donde éstas se encuentren o violencia o intimidación en las personas, siempre que la cuantía sea superior a cuatrocientos euros.;Todas las respuestas son verdaderas.;;;
Tema 14;El delito de robo está compuesto por:;C;Dos capítulos;No tiene capítulo sino un Título;Un capítulo;Tres capítulos;;;
Tema 14;¿Cuántos artículos componen en la actualidad el delito de hurto?;B;Dos;Tres;Cinco;Cuatro;;;
Tema 14;¿Cuántos artículos componen en la actualidad el delito de robo?;A;Seis;Siete;Cinco;Uno;;;
Tema 14;Se considera robo con fuerza en las cosas:;A;El escalamiento;El escalomo;La alevosía;Las respuestas a) y c) son verdaderas.;;;
Tema 14;Se considera llave falsa:;D;Cualesquiera otras que no sean destinadas por el propietario para abrir la cerradura violentada por el reo.;Las llaves legítimas perdidas por el propietario u obtenidas por un medio que constituya infracción penal;Las ganzúas u otros instrumentos análogos;Todas las respuestas son verdaderas.;;;
Tema 14;Son circunstancias del robo con fuerza en las cosas recogidas en el artículo 238:;A;Uso de llaves falsas.;Sustitución de sistemas específicos de alarma o guarda;Las respuestas a) y b) son correctas;Las respuestas a) y b) son falsas.;;;
Tema 14;Son circunstancias del robo con fuerza en las cosas recogidas en el articulo 238:;D;Uso de llaves falsas.;Sustitución de sistemas específicos de alarma o guarda;Escalamiento;Las respuestas a) y c) son correctas;;;
Tema 14;Son circunstancias del robo con fuerza en las cosas:;D;Rompimiento de pared, techo, suelo o fractura de puerta o ventana.;Sustitución de sistemas específicos de alarma o guarda;Escalamiento;Las respuestas a) y c) son correctas;;;
Tema 14;Son circunstancias del robo con fuerza en las cosas del artículo 238:;A;Rompimiento de pared, techo, suelo o fractura de puerta o ventana.;Sustitución de sistemas específicos de alarma o guarda;Escalomo;Las respuestas a) y c) son correctas;;;
Tema 14;Se considera llave falsa según el artículo 239:;C;Cualesquiera otras que sean destinadas por el propietario para abrir la cerradura violentada por el reo.;Las llaves ilegítimas perdidas por el propietario u obtenidas por un medio que constituya infracción penal;Las ganzúas u otros instrumentos análogos;Todas las respuestas son verdaderas.;;;
Tema 14;Se considera una circunstancia agravada del delito de robo:;A;Cuando se trate de cosas de primera necesidad y se cause una situación de desabastecimiento;Cuando no ponga a la víctima o a su familia en grave situación económica o se haya realizado abusando de las circunstancias personales de la víctima.;Las respuestas a) y b) son verdaderas.;Las respuestas a) y b) son falsas.;;;
Tema 14;A los efectos del artículo 240, se consideran llaves:;D;Las tarjetas magnéticas o perforadas.;Los mandos o instrumentos de apertura a distancia.;Las respuestas a) y b) son correctas.;Ninguna de las respuestas es correcta.;;;
Tema 14;La pena de la modalidad básica del delito de robo con fuerza en las cosas está regulada:;D;En el artículo 237.;En el artículo 239;En el articulo 238;En el artículo 240.;;;
Tema 14;Se considera casa habitada:;A;Todo albergue que constituya morada de una o más personas, aunque accidentalmente se encuentren ausentes de ella cuando el robo tenga lugar.;Sus patios, garajes o demás departamentos o sitios cercados y contiguos al edificio y en comunicación interior con él y con el cual formen una unidad física;Ambas respuestas son correctas.;Esta definición no existe en el Código Penal;;;
Tema 14;Las penas del artículo 234 se impondrán en su mitad superior cuando:;A;En la comisión del hecho se hubieran neutralizado, eliminado o inutilizado, por cualquier medio, los dispositivos de alarma o seguridad instalados en las cosas sustraídas.;Se haya realizado con fuerzas en las cosas distinta de la prevista para el delito de robo del artículo 238;En la comisión del hecho se hubieran neutralizado, eliminado o inutilizado, por cualquier medio, los dispositivos de alarma o seguridad instalados en las cosas sustraídas o en el entorno existente para llegar a las mismas siempre que supere los 400 euros.;Todas las respuestas son acertadas.;;;
Tema 14;Se impondrá la pena de prisión de uno a cinco años cuando concurra alguna de las circunstancias prevista;D;En el artículo 235;En el artículo 235.6;En el artículo 236;Todas las respuestas son falsas.;;;
Tema 14;Se impondrá la pena de prisión de uno a tres años cuando concurra alguna de las circunstancias prevista;A;En el artículo 235;En el artículo 235.6;En el artículo 236;Todas las respuestas son falsas.;;;
Tema 14;Se impondrá la pena de prisión de dos a cuatro años cuando concurra alguna de las circunstancias prevista;D;En el artículo 235;En el artículo 235.6;En el artículo 236;Todas las respuestas son falsas.;;;
Tema 14;Se impondrá la pena de prisión de dos a cinco años cuando concurra además alguna de las circunstancias prevista:;A;En el artículo 235 para el delito de robo;En el artículo 235.6;En el artículo 236;Todas las respuestas son falsas.;;;
Tema 14;Se impondrá la pena de prisión de dos a cinco años cuando concurra alguna de las circunstancias:;B;Que el robo se cometa en casa deshabitada, edificio o local abiertos al público o en cualquiera de sus dependencias.;Que concurra alguna de las circunstancias previstas en el artículo 235.;Ambas respuestas son ciertas, aunque la pena es de uno a cinco años.;Todas las respuestas son falsas.;;;
Tema 14;Se impondrá la pena de prisión de uno a cinco años cuando concurra alguna de las circunstancias:;D;Que el robo se cometa en casa deshabitada, edificio o local abiertos al público o en cualquiera de sus dependencias.;Que concurra alguna de las circunstancias previstas en el artículo 235.;Ambas respuestas son ciertas, aunque la pena es de uno a tres años.;Todas las respuestas son falsas.;;;
Tema 14;De acuerdo con el artículo 240 se impondrá la pena de prisión de dos a cinco años cuando concurra alguna de las circunstancias:;B;Que el robo se cometa en casa deshabitada, edificio o local abiertos al público o en cualquiera de sus dependencias.;Que concurra alguna de las circunstancias previstas en el artículo 235.;Ambas respuestas son ciertas. aunque la pena es de uno a cuatro años.;Todas las respuestas son falsas.;;;
Tema 14;El delito de robo se comete:;B;Con alevosía.;Con fuerza en las cosas y violencia o intimidación,;Con fuerzas en las cosas, violencia o intimidación en las personas y negligencia imprudente;Todas las respuestas son verdaderas.;;;
Tema 14;El delito de hurto se comete:;D;Con alevosía.;Con fuerza en las cosas y violencia o intimidación,;Con fuerzas en las cosas, violencia o intimidación en las personas y negligencia imprudente;Todas las respuestas son falsas.;;;
Tema 14;El delito de hurto se comete:;B;Con alevosía.;Sin fuerza en las cosas o violencia o intimidación de las previstas para el delito de robo;Con fuerzas en las cosas, violencia o intimidación en las personas y negligencia imprudente;Todas las respuestas son verdaderas.;;;
Tema 14;Es una circunstancia agravada del delito de hurto:;C;Que se trate de productos agrarios o ganaderos, o de los instrumentos o medios que se utilizan para su obtención aun cuando el delito no se cometa en explotaciones agrícolas o ganaderas y se cause un perjuicio grave a las mismas.;Que se trate de productos agrarios o ganaderos, o de los instrumentos o medios que se utilizan para su obtención aun cuando el delito se cometa en explotaciones agrícolas o ganaderas y no se cause un perjuicio grave a las mismas.;Que se trate de productos agrarios o ganaderos, o de los instrumentos o medios que se utilizan para su obtención, siempre que el delito se cometa en explotaciones agrícolas o ganaderas y se cause un perjuicio grave a las mismas.;Todas las respuestas son falsas;;;
Tema 14;El delito de hurto se comete:;B;Con alevosía.;Sin fuerza en las cosas del artículo 238 o violencia o intimidación,;Con premeditación conocida.;Todas las respuestas son acertadas.;;;
Tema 14;En el robo con violencia o intimidación ¿Qué pena se impondrá cuando el delincuente hiciere uso de las armas u otros medios igualmente peligrosos?;C;Pena de dos a cinco años superior en grado;Pena de uno a tres años superior en dos grados.;Pena de dos a cinco años en su mitad superior.;Pena de uno a tres años en su mitad superior.;;;
Tema 14;De acuerdo con el artículo 242 del Código Penal ¿Qué pena se impondrá cuando el delincuente hiciere uso de las armas u otros medios igualmente peligrosos que llevare, sea al cometer el delito o para proteger la huida y cuando el reo atacare a los que acudiesen en auxilio de la víctima o a los que le persiguieren?;C;Superior en grado.;Superior en dos grados.;En su mitad superior.;En su mitad inferior.;;;
Tema 14;¿Qué pena se impondrá cuando para cometer el delito de robo con violencia o intimidación el delincuente hiciere uso de las armas u otros medios igualmente peligrosos que llevare, sea al cometer el delito o para proteger la huida y cuando el reo atacare a los que acudiesen en auxilio de la víctima o a los que le persiguieren?;A;Prisión de dos a cinco años en su mitad superior.;Prisión de dos a cinco años superior en dos grados;Prisión de dos a cinco años superior en grado;Prisión de uno a cinco años inferior en un grado.;;;
Tema 14;Se impondrá la pena inferior en grado a la prevista en el apartado primero del artículo 241:;D;En atención a la menor entidad de la violencia o intimidación ejercidas y valorando además las restantes circunstancias del hecho.;En atención a la mayor entidad de la violencia o intimidación ejercidas y valorando además las restantes circunstancias del hecho.;Ambas son correctas, aunque el delito está tipificado en otro articulo.;Todas las respuestas son falsas.;;;
